asset_id,display_name_pt,display_name_en,family_key,category,slot,profession,tier,tier_theme,production_phase,priority,generation_method,scale_m,lod0_tri_min,lod0_tri_max,lod1_ratio,lod2_ratio,texture_resolution,material_slots_max,pivot,collider,base_material_primary,base_material_secondary,shape_language,family_form_language,rarity_variants,geometry_reuse_rule,mvp_wear_policy,concept_prompt_path,meshy_prompt_path,texture_variants_prompt_path,unity_model_path,unity_material_path,unity_prefab_path,approval_criteria,status
equipment_light_chest_t09_base,Armadura Leve T9,Light Chest Armor T9,light_chest,Light Armor,Chest,Tailor,9,Creation,Post-MVP,P3,Image to 3D,0.72,1800,3800,0.50,0.25,1024,3,center at waist line,None,fate leather,destiny weave,"signature construction, impossible but readable material, one defining creation motif","layered leather and textile jerkin, diagonal closures, compact shoulder protection",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_chest_t09_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_chest_t09_base_geometry.txt,Prompts/TextureVariants/equipment_light_chest_t09_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_chest/T9/Models,Assets/_Game/Art/Equipment/LightArmor/light_chest/T9/Materials,Assets/_Game/Prefabs/Equipment/light_chest/T9,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_gloves_t01_base,Luvas Leves T1,Light Gloves T1,light_gloves,Light Armor,Hands,Tailor,1,Frontier,Vertical Slice,P0,Image to 3D,0.27,700,1700,0.50,0.25,1024,2,wrist center,None,rawhide and rope,coarse linen and wool,"functional, compact, simple construction, visible fasteners","paired fitted gloves with bracers, reinforced palm, clear finger separation",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_gloves_t01_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_gloves_t01_base_geometry.txt,Prompts/TextureVariants/equipment_light_gloves_t01_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_gloves/T1/Models,Assets/_Game/Art/Equipment/LightArmor/light_gloves/T1/Materials,Assets/_Game/Prefabs/Equipment/light_gloves/T1,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_gloves_t02_base,Luvas Leves T2,Light Gloves T2,light_gloves,Light Armor,Hands,Tailor,2,Crafted,MVP,P1,Image to 3D,0.27,700,1700,0.50,0.25,1024,2,wrist center,None,treated leather,woven wool and reinforced linen,"cleaner craftsmanship, reinforced edges, balanced proportions","paired fitted gloves with bracers, reinforced palm, clear finger separation",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_gloves_t02_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_gloves_t02_base_geometry.txt,Prompts/TextureVariants/equipment_light_gloves_t02_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_gloves/T2/Models,Assets/_Game/Art/Equipment/LightArmor/light_gloves/T2/Materials,Assets/_Game/Prefabs/Equipment/light_gloves/T2,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_gloves_t03_base,Luvas Leves T3,Light Gloves T3,light_gloves,Light Armor,Hands,Tailor,3,Runic,MVP,P1,Image to 3D,0.27,700,1700,0.50,0.25,1024,2,wrist center,None,reinforced leather,early rune weave,"first intentional rune channels, stronger silhouettes, one focal inset","paired fitted gloves with bracers, reinforced palm, clear finger separation",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_gloves_t03_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_gloves_t03_base_geometry.txt,Prompts/TextureVariants/equipment_light_gloves_t03_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_gloves/T3/Models,Assets/_Game/Art/Equipment/LightArmor/light_gloves/T3/Materials,Assets/_Game/Prefabs/Equipment/light_gloves/T3,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_gloves_t04_base,Luvas Leves T4,Light Gloves T4,light_gloves,Light Armor,Hands,Tailor,4,Mithril,Season 1,P2,Image to 3D,0.27,700,1700,0.50,0.25,1024,2,wrist center,None,silverleaf leather,refined silk,"lighter refined construction, elegant curves, disciplined ornament","paired fitted gloves with bracers, reinforced palm, clear finger separation",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_gloves_t04_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_gloves_t04_base_geometry.txt,Prompts/TextureVariants/equipment_light_gloves_t04_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_gloves/T4/Models,Assets/_Game/Art/Equipment/LightArmor/light_gloves/T4/Materials,Assets/_Game/Prefabs/Equipment/light_gloves/T4,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_gloves_t05_base,Luvas Leves T5,Light Gloves T5,light_gloves,Light Armor,Hands,Tailor,5,Ancestral,Season 1,P2,Image to 3D,0.27,700,1700,0.50,0.25,1024,2,wrist center,None,ancestral hide,dense runecloth,"heavier prestige construction, carved ancestry motifs, broad protected cores","paired fitted gloves with bracers, reinforced palm, clear finger separation",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_gloves_t05_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_gloves_t05_base_geometry.txt,Prompts/TextureVariants/equipment_light_gloves_t05_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_gloves/T5/Models,Assets/_Game/Art/Equipment/LightArmor/light_gloves/T5/Materials,Assets/_Game/Prefabs/Equipment/light_gloves/T5,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_gloves_t06_base,Luvas Leves T6,Light Gloves T6,light_gloves,Light Armor,Hands,Tailor,6,Draconic,Season 1,P2,Image to 3D,0.27,700,1700,0.50,0.25,1024,2,wrist center,None,dragon scale,phoenix weave,"aggressive organic plates, scale rhythms, controlled heat channels","paired fitted gloves with bracers, reinforced palm, clear finger separation",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_gloves_t06_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_gloves_t06_base_geometry.txt,Prompts/TextureVariants/equipment_light_gloves_t06_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_gloves/T6/Models,Assets/_Game/Art/Equipment/LightArmor/light_gloves/T6/Materials,Assets/_Game/Prefabs/Equipment/light_gloves/T6,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_gloves_t07_base,Luvas Leves T7,Light Gloves T7,light_gloves,Light Armor,Hands,Tailor,7,Astral,Season 1,P2,Image to 3D,0.27,700,1700,0.50,0.25,1024,2,wrist center,None,void leather,astral silk,"unconventional celestial geometry, small suspended protected pieces, visible energy core","paired fitted gloves with bracers, reinforced palm, clear finger separation",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_gloves_t07_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_gloves_t07_base_geometry.txt,Prompts/TextureVariants/equipment_light_gloves_t07_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_gloves/T7/Models,Assets/_Game/Art/Equipment/LightArmor/light_gloves/T7/Materials,Assets/_Game/Prefabs/Equipment/light_gloves/T7,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_gloves_t08_base,Luvas Leves T8,Light Gloves T8,light_gloves,Light Armor,Hands,Tailor,8,Celestial,Post-MVP,P3,Image to 3D,0.27,700,1700,0.50,0.25,1024,2,wrist center,None,seraph hide,celestial weave,"symmetric sacred construction, luminous inlays, elevated but robust silhouettes","paired fitted gloves with bracers, reinforced palm, clear finger separation",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_gloves_t08_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_gloves_t08_base_geometry.txt,Prompts/TextureVariants/equipment_light_gloves_t08_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_gloves/T8/Models,Assets/_Game/Art/Equipment/LightArmor/light_gloves/T8/Materials,Assets/_Game/Prefabs/Equipment/light_gloves/T8,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_gloves_t09_base,Luvas Leves T9,Light Gloves T9,light_gloves,Light Armor,Hands,Tailor,9,Creation,Post-MVP,P3,Image to 3D,0.27,700,1700,0.50,0.25,1024,2,wrist center,None,fate leather,destiny weave,"signature construction, impossible but readable material, one defining creation motif","paired fitted gloves with bracers, reinforced palm, clear finger separation",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_gloves_t09_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_gloves_t09_base_geometry.txt,Prompts/TextureVariants/equipment_light_gloves_t09_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_gloves/T9/Models,Assets/_Game/Art/Equipment/LightArmor/light_gloves/T9/Materials,Assets/_Game/Prefabs/Equipment/light_gloves/T9,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_boots_t01_base,Botas Leves T1,Light Boots T1,light_boots,Light Armor,Feet,Tailor,1,Frontier,Vertical Slice,P0,Image to 3D,0.38,900,2000,0.50,0.25,1024,2,ground center between boots,None,rawhide and rope,coarse linen and wool,"functional, compact, simple construction, visible fasteners","paired agile boots, flexible ankle, reinforced toe and quiet sole",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_boots_t01_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_boots_t01_base_geometry.txt,Prompts/TextureVariants/equipment_light_boots_t01_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_boots/T1/Models,Assets/_Game/Art/Equipment/LightArmor/light_boots/T1/Materials,Assets/_Game/Prefabs/Equipment/light_boots/T1,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_boots_t02_base,Botas Leves T2,Light Boots T2,light_boots,Light Armor,Feet,Tailor,2,Crafted,MVP,P1,Image to 3D,0.38,900,2000,0.50,0.25,1024,2,ground center between boots,None,treated leather,woven wool and reinforced linen,"cleaner craftsmanship, reinforced edges, balanced proportions","paired agile boots, flexible ankle, reinforced toe and quiet sole",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_boots_t02_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_boots_t02_base_geometry.txt,Prompts/TextureVariants/equipment_light_boots_t02_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_boots/T2/Models,Assets/_Game/Art/Equipment/LightArmor/light_boots/T2/Materials,Assets/_Game/Prefabs/Equipment/light_boots/T2,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_boots_t03_base,Botas Leves T3,Light Boots T3,light_boots,Light Armor,Feet,Tailor,3,Runic,MVP,P1,Image to 3D,0.38,900,2000,0.50,0.25,1024,2,ground center between boots,None,reinforced leather,early rune weave,"first intentional rune channels, stronger silhouettes, one focal inset","paired agile boots, flexible ankle, reinforced toe and quiet sole",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_boots_t03_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_boots_t03_base_geometry.txt,Prompts/TextureVariants/equipment_light_boots_t03_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_boots/T3/Models,Assets/_Game/Art/Equipment/LightArmor/light_boots/T3/Materials,Assets/_Game/Prefabs/Equipment/light_boots/T3,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_boots_t04_base,Botas Leves T4,Light Boots T4,light_boots,Light Armor,Feet,Tailor,4,Mithril,Season 1,P2,Image to 3D,0.38,900,2000,0.50,0.25,1024,2,ground center between boots,None,silverleaf leather,refined silk,"lighter refined construction, elegant curves, disciplined ornament","paired agile boots, flexible ankle, reinforced toe and quiet sole",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_boots_t04_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_boots_t04_base_geometry.txt,Prompts/TextureVariants/equipment_light_boots_t04_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_boots/T4/Models,Assets/_Game/Art/Equipment/LightArmor/light_boots/T4/Materials,Assets/_Game/Prefabs/Equipment/light_boots/T4,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_boots_t05_base,Botas Leves T5,Light Boots T5,light_boots,Light Armor,Feet,Tailor,5,Ancestral,Season 1,P2,Image to 3D,0.38,900,2000,0.50,0.25,1024,2,ground center between boots,None,ancestral hide,dense runecloth,"heavier prestige construction, carved ancestry motifs, broad protected cores","paired agile boots, flexible ankle, reinforced toe and quiet sole",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_boots_t05_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_boots_t05_base_geometry.txt,Prompts/TextureVariants/equipment_light_boots_t05_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_boots/T5/Models,Assets/_Game/Art/Equipment/LightArmor/light_boots/T5/Materials,Assets/_Game/Prefabs/Equipment/light_boots/T5,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_boots_t06_base,Botas Leves T6,Light Boots T6,light_boots,Light Armor,Feet,Tailor,6,Draconic,Season 1,P2,Image to 3D,0.38,900,2000,0.50,0.25,1024,2,ground center between boots,None,dragon scale,phoenix weave,"aggressive organic plates, scale rhythms, controlled heat channels","paired agile boots, flexible ankle, reinforced toe and quiet sole",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_boots_t06_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_boots_t06_base_geometry.txt,Prompts/TextureVariants/equipment_light_boots_t06_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_boots/T6/Models,Assets/_Game/Art/Equipment/LightArmor/light_boots/T6/Materials,Assets/_Game/Prefabs/Equipment/light_boots/T6,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_boots_t07_base,Botas Leves T7,Light Boots T7,light_boots,Light Armor,Feet,Tailor,7,Astral,Season 1,P2,Image to 3D,0.38,900,2000,0.50,0.25,1024,2,ground center between boots,None,void leather,astral silk,"unconventional celestial geometry, small suspended protected pieces, visible energy core","paired agile boots, flexible ankle, reinforced toe and quiet sole",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_boots_t07_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_boots_t07_base_geometry.txt,Prompts/TextureVariants/equipment_light_boots_t07_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_boots/T7/Models,Assets/_Game/Art/Equipment/LightArmor/light_boots/T7/Materials,Assets/_Game/Prefabs/Equipment/light_boots/T7,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_boots_t08_base,Botas Leves T8,Light Boots T8,light_boots,Light Armor,Feet,Tailor,8,Celestial,Post-MVP,P3,Image to 3D,0.38,900,2000,0.50,0.25,1024,2,ground center between boots,None,seraph hide,celestial weave,"symmetric sacred construction, luminous inlays, elevated but robust silhouettes","paired agile boots, flexible ankle, reinforced toe and quiet sole",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_boots_t08_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_boots_t08_base_geometry.txt,Prompts/TextureVariants/equipment_light_boots_t08_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_boots/T8/Models,Assets/_Game/Art/Equipment/LightArmor/light_boots/T8/Materials,Assets/_Game/Prefabs/Equipment/light_boots/T8,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_light_boots_t09_base,Botas Leves T9,Light Boots T9,light_boots,Light Armor,Feet,Tailor,9,Creation,Post-MVP,P3,Image to 3D,0.38,900,2000,0.50,0.25,1024,2,ground center between boots,None,fate leather,destiny weave,"signature construction, impossible but readable material, one defining creation motif","paired agile boots, flexible ankle, reinforced toe and quiet sole",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_light_boots_t09_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_light_boots_t09_base_geometry.txt,Prompts/TextureVariants/equipment_light_boots_t09_base_rarity_variants.txt,Assets/_Game/Art/Equipment/LightArmor/light_boots/T9/Models,Assets/_Game/Art/Equipment/LightArmor/light_boots/T9/Materials,Assets/_Game/Prefabs/Equipment/light_boots/T9,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_cloth_hood_t01_base,Capuz Arcano T1,Arcane Hood T1,cloth_hood,Cloth Armor,Head,Tailor + Enchanter,1,Frontier,Vertical Slice,P0,Image to 3D,0.36,900,2100,0.50,0.25,1024,2,base center at neck opening,None,coarse linen and wool,pale quartz and nearly absent runes,"functional, compact, simple construction, visible fasteners","soft structured hood with broad face opening, layered arcane trim, no loose thin tassels",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_cloth_hood_t01_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_cloth_hood_t01_base_geometry.txt,Prompts/TextureVariants/equipment_cloth_hood_t01_base_rarity_variants.txt,Assets/_Game/Art/Equipment/ClothArmor/cloth_hood/T1/Models,Assets/_Game/Art/Equipment/ClothArmor/cloth_hood/T1/Materials,Assets/_Game/Prefabs/Equipment/cloth_hood/T1,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_cloth_hood_t02_base,Capuz Arcano T2,Arcane Hood T2,cloth_hood,Cloth Armor,Head,Tailor + Enchanter,2,Crafted,MVP,P1,Image to 3D,0.36,900,2100,0.50,0.25,1024,2,base center at neck opening,None,woven wool and reinforced linen,minor crystal and subtle inscriptions,"cleaner craftsmanship, reinforced edges, balanced proportions","soft structured hood with broad face opening, layered arcane trim, no loose thin tassels",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_cloth_hood_t02_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_cloth_hood_t02_base_geometry.txt,Prompts/TextureVariants/equipment_cloth_hood_t02_base_rarity_variants.txt,Assets/_Game/Art/Equipment/ClothArmor/cloth_hood/T2/Models,Assets/_Game/Art/Equipment/ClothArmor/cloth_hood/T2/Materials,Assets/_Game/Prefabs/Equipment/cloth_hood/T2,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_cloth_hood_t03_base,Capuz Arcano T3,Arcane Hood T3,cloth_hood,Cloth Armor,Head,Tailor + Enchanter,3,Runic,MVP,P1,Image to 3D,0.36,900,2100,0.50,0.25,1024,2,base center at neck opening,None,early rune weave,"sapphire, rune core and visible engravings","first intentional rune channels, stronger silhouettes, one focal inset","soft structured hood with broad face opening, layered arcane trim, no loose thin tassels",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_cloth_hood_t03_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_cloth_hood_t03_base_geometry.txt,Prompts/TextureVariants/equipment_cloth_hood_t03_base_rarity_variants.txt,Assets/_Game/Art/Equipment/ClothArmor/cloth_hood/T3/Models,Assets/_Game/Art/Equipment/ClothArmor/cloth_hood/T3/Materials,Assets/_Game/Prefabs/Equipment/cloth_hood/T3,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_cloth_hood_t04_base,Capuz Arcano T4,Arcane Hood T4,cloth_hood,Cloth Armor,Head,Tailor + Enchanter,4,Mithril,Season 1,P2,Image to 3D,0.36,900,2100,0.50,0.25,1024,2,base center at neck opening,None,refined silk,spirit crystal,"lighter refined construction, elegant curves, disciplined ornament","soft structured hood with broad face opening, layered arcane trim, no loose thin tassels",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_cloth_hood_t04_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_cloth_hood_t04_base_geometry.txt,Prompts/TextureVariants/equipment_cloth_hood_t04_base_rarity_variants.txt,Assets/_Game/Art/Equipment/ClothArmor/cloth_hood/T4/Models,Assets/_Game/Art/Equipment/ClothArmor/cloth_hood/T4/Materials,Assets/_Game/Prefabs/Equipment/cloth_hood/T4,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_cloth_hood_t05_base,Capuz Arcano T5,Arcane Hood T5,cloth_hood,Cloth Armor,Head,Tailor + Enchanter,5,Ancestral,Season 1,P2,Image to 3D,0.36,900,2100,0.50,0.25,1024,2,base center at neck opening,None,dense runecloth,ancient crystal and deeply carved glyphs,"heavier prestige construction, carved ancestry motifs, broad protected cores","soft structured hood with broad face opening, layered arcane trim, no loose thin tassels",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_cloth_hood_t05_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_cloth_hood_t05_base_geometry.txt,Prompts/TextureVariants/equipment_cloth_hood_t05_base_rarity_variants.txt,Assets/_Game/Art/Equipment/ClothArmor/cloth_hood/T5/Models,Assets/_Game/Art/Equipment/ClothArmor/cloth_hood/T5/Materials,Assets/_Game/Prefabs/Equipment/cloth_hood/T5,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_cloth_hood_t06_base,Capuz Arcano T6,Arcane Hood T6,cloth_hood,Cloth Armor,Head,Tailor + Enchanter,6,Draconic,Season 1,P2,Image to 3D,0.36,900,2100,0.50,0.25,1024,2,base center at neck opening,None,phoenix weave,prismatic crystal and controlled inner heat,"aggressive organic plates, scale rhythms, controlled heat channels","soft structured hood with broad face opening, layered arcane trim, no loose thin tassels",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_cloth_hood_t06_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_cloth_hood_t06_base_geometry.txt,Prompts/TextureVariants/equipment_cloth_hood_t06_base_rarity_variants.txt,Assets/_Game/Art/Equipment/ClothArmor/cloth_hood/T6/Models,Assets/_Game/Art/Equipment/ClothArmor/cloth_hood/T6/Materials,Assets/_Game/Prefabs/Equipment/cloth_hood/T6,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_cloth_hood_t07_base,Capuz Arcano T7,Arcane Hood T7,cloth_hood,Cloth Armor,Head,Tailor + Enchanter,7,Astral,Season 1,P2,Image to 3D,0.36,900,2100,0.50,0.25,1024,2,base center at neck opening,None,astral silk,astral core with violet and cyan energy,"unconventional celestial geometry, small suspended protected pieces, visible energy core","soft structured hood with broad face opening, layered arcane trim, no loose thin tassels",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_cloth_hood_t07_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_cloth_hood_t07_base_geometry.txt,Prompts/TextureVariants/equipment_cloth_hood_t07_base_rarity_variants.txt,Assets/_Game/Art/Equipment/ClothArmor/cloth_hood/T7/Models,Assets/_Game/Art/Equipment/ClothArmor/cloth_hood/T7/Materials,Assets/_Game/Prefabs/Equipment/cloth_hood/T7,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_cloth_hood_t08_base,Capuz Arcano T8,Arcane Hood T8,cloth_hood,Cloth Armor,Head,Tailor + Enchanter,8,Celestial,Post-MVP,P3,Image to 3D,0.36,900,2100,0.50,0.25,1024,2,base center at neck opening,None,celestial weave,divine prism and sacred light,"symmetric sacred construction, luminous inlays, elevated but robust silhouettes","soft structured hood with broad face opening, layered arcane trim, no loose thin tassels",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_cloth_hood_t08_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_cloth_hood_t08_base_geometry.txt,Prompts/TextureVariants/equipment_cloth_hood_t08_base_rarity_variants.txt,Assets/_Game/Art/Equipment/ClothArmor/cloth_hood/T8/Models,Assets/_Game/Art/Equipment/ClothArmor/cloth_hood/T8/Materials,Assets/_Game/Prefabs/Equipment/cloth_hood/T8,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
