asset_id,display_name_pt,display_name_en,asset_class,category,subcategory,faction_or_system,gameplay_role,production_phase,priority,tier,rarity_strategy,profession,biome,meshy_eligible,meshy_method,source_art_required,modularity,rig_type,animation_set,lod_required,lod0_tri_min,lod0_tri_max,lod1_ratio,lod2_ratio,texture_resolution,texture_maps,material_slots_max,scale_m,pivot,collider,export_format,unity_import_path,prefab_path,reuse_group,dependencies,expected_variants,status,approval_criteria,notes,source_reference
env_goblin_mine_goblin_crate_001,Caixote Goblin,Goblin Crate,3D Model,Environment,prop,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Text to 3D,Optional,Modular kit piece,None,None,Yes,350,800,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,1.0,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_goblin_crate.prefab,goblin_mine_prop,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0
env_goblin_mine_goblin_king_throne_001,Trono do Rei Goblin,Goblin King Throne,3D Model,Environment,hero prop,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Image to 3D,Yes,Modular kit piece,None,None,Yes,2500,6000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,3.0,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_goblin_king_throne.prefab,goblin_mine_hero prop,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0
env_goblin_mine_goblin_tent_001,Tenda Goblin,Goblin Tent,3D Model,Environment,large prop,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Image to 3D,Yes,Modular kit piece,None,None,Yes,1500,4000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,3.5,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_goblin_tent.prefab,goblin_mine_large prop,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0
env_goblin_mine_ground_dirt_tile_001,Piso de Terra,Dirt Ground Tile,3D Model,Environment,tile,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Text to 3D,Optional,Modular kit piece,None,None,Yes,500,1200,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,4.0,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_ground_dirt_tile.prefab,goblin_mine_tile,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0
env_goblin_mine_ground_stone_tile_001,Piso de Pedra,Stone Ground Tile,3D Model,Environment,tile,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Text to 3D,Optional,Modular kit piece,None,None,Yes,600,1500,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,4.0,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_ground_stone_tile.prefab,goblin_mine_tile,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0
env_goblin_mine_mine_arch_001,Arco de Mina,Mine Arch,3D Model,Environment,structure,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Image to 3D,Yes,Modular kit piece,None,None,Yes,1000,2800,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,3.0,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_mine_arch.prefab,goblin_mine_structure,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0
env_goblin_mine_mine_cart_001,Carrinho de Minério,Mine Cart,3D Model,Environment,prop,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Text to 3D,Optional,Modular kit piece,None,None,Yes,1000,2500,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,1.8,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_mine_cart.prefab,goblin_mine_prop,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0
env_goblin_mine_mine_track_curve_001,Trilho Curvo,Curved Mine Track,3D Model,Environment,modular prop,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Text to 3D,Optional,Modular kit piece,None,None,Yes,500,1200,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,4.0,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_mine_track_curve.prefab,goblin_mine_modular prop,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0
env_goblin_mine_mine_track_straight_001,Trilho Reto,Straight Mine Track,3D Model,Environment,modular prop,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Text to 3D,Optional,Modular kit piece,None,None,Yes,400,1000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,4.0,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_mine_track_straight.prefab,goblin_mine_modular prop,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0
env_goblin_mine_mine_wall_corner_001,Canto de Mina,Mine Wall Corner,3D Model,Environment,wall,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Image to 3D,Yes,Modular kit piece,None,None,Yes,1400,4000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,4.0,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_mine_wall_corner.prefab,goblin_mine_wall,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0
env_goblin_mine_mine_wall_straight_001,Parede de Mina Reta,Straight Mine Wall,3D Model,Environment,wall,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Image to 3D,Yes,Modular kit piece,None,None,Yes,1200,3500,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,4.0,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_mine_wall_straight.prefab,goblin_mine_wall,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0
env_goblin_mine_ore_pile_001,Pilha de Minério,Ore Pile,3D Model,Environment,prop,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Text to 3D,Optional,Modular kit piece,None,None,Yes,500,1400,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,1.2,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_ore_pile.prefab,goblin_mine_prop,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0
env_goblin_mine_rope_bridge_001,Ponte de Corda,Rope Bridge,3D Model,Environment,large prop,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Image to 3D,Yes,Modular kit piece,None,None,Yes,1800,4500,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,6.0,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_rope_bridge.prefab,goblin_mine_large prop,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0
env_goblin_mine_scrap_barricade_001,Barricada de Sucata,Scrap Barricade,3D Model,Environment,prop,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Text to 3D,Optional,Modular kit piece,None,None,Yes,900,2200,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,2.5,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_scrap_barricade.prefab,goblin_mine_prop,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0
env_goblin_mine_wall_torch_001,Tocha de Parede,Wall Torch,3D Model,Environment,prop,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Text to 3D,Optional,Modular kit piece,None,None,Yes,300,800,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,0.8,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_wall_torch.prefab,goblin_mine_prop,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0
env_goblin_mine_watchtower_001,Torre de Vigia Goblin,Goblin Watchtower,3D Model,Environment,large prop,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Image to 3D,Yes,Modular kit piece,None,None,Yes,3000,7000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,7.0,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_watchtower.prefab,goblin_mine_large prop,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0
env_goblin_mine_wood_cage_001,Jaula de Madeira,Wooden Cage,3D Model,Environment,prop,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Text to 3D,Optional,Modular kit piece,None,None,Yes,800,2200,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,2.0,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_wood_cage.prefab,goblin_mine_prop,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0
env_goblin_mine_wood_support_beam_001,Viga de Suporte,Wood Support Beam,3D Model,Environment,structure,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Image to 3D,Yes,Modular kit piece,None,None,Yes,500,1400,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,3.0,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_wood_support_beam.prefab,goblin_mine_structure,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0
equipment_amulet_t01_base,Amuleto T1,Amulet T1,3D Model,Equipment,Accessory,Equipment,Crafted/equippable item family,Vertical Slice,P0,T1,6 rarity material/ornament variants from one tier family,Encantador,Global,Yes,Text to 3D,Optional,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,350,900,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,0.25,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T1/Accessory,Assets/_Game/Prefabs/Equipment/T1/PF_amulet_t01.prefab,equipment_amulet_tier_family,Tier 1 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_longbow_t01_base,Arco Longo T1,Longbow T1,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,Vertical Slice,P0,T1,6 rarity material/ornament variants from one tier family,Costureiro,Global,Yes,Text to 3D,Optional,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,900,2500,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,1.5,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T1/Weapon,Assets/_Game/Prefabs/Equipment/T1/PF_longbow_t01.prefab,equipment_longbow_tier_family,Tier 1 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_ring_t01_base,Anel T1,Ring T1,3D Model,Equipment,Accessory,Equipment,Crafted/equippable item family,Vertical Slice,P0,T1,6 rarity material/ornament variants from one tier family,Encantador,Global,Yes,Text to 3D,Optional,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,300,800,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,0.15,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T1/Accessory,Assets/_Game/Prefabs/Equipment/T1/PF_ring_t01.prefab,equipment_ring_tier_family,Tier 1 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_shield_t01_base,Escudo T1,Shield T1,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,Vertical Slice,P0,T1,6 rarity material/ornament variants from one tier family,Ferreiro,Global,Yes,Text to 3D,Optional,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,900,2600,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,0.9,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T1/Weapon,Assets/_Game/Prefabs/Equipment/T1/PF_shield_t01.prefab,equipment_shield_tier_family,Tier 1 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_staff_t01_base,Cajado T1,Staff T1,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,Vertical Slice,P0,T1,6 rarity material/ornament variants from one tier family,Encantador,Global,Yes,Text to 3D,Optional,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,1000,2800,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,1.7,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T1/Weapon,Assets/_Game/Prefabs/Equipment/T1/PF_staff_t01.prefab,equipment_staff_tier_family,Tier 1 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_sword_1h_t01_base,Espada de Uma Mão T1,One-Handed Sword T1,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,Vertical Slice,P0,T1,6 rarity material/ornament variants from one tier family,Ferreiro,Global,Yes,Text to 3D,Optional,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,1.1,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T1/Weapon,Assets/_Game/Prefabs/Equipment/T1/PF_sword_1h_t01.prefab,equipment_sword_1h_tier_family,Tier 1 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
currency_gold_coin_pile_001,Pilha de Moedas de Ouro,Gold Coin Pile,3D Model,Loot,Currency,Currency,Reward/inventory presentation,Vertical Slice,P0,N/A,None,None,Global,Yes,Text to 3D,Optional,Standalone,None,None,Optional,300,1200,0.45,0,512x512,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,1,0.4,Base center,None or simple,FBX,Assets/_Game/Art/Props/Loot/Core,Assets/_Game/Prefabs/Props/Loot/currency_gold_coin_pile_001.prefab,loot_core,UI render setup,1,Planned,Readable at 64 px; compact silhouette; no text or symbols requiring legibility,,ART_REF_001 + Visual Bible v1.0
